timestamp,open,high,low,close,volume
2026-04-11T07:00:00+00:00,0.09278,0.09298,0.09272,0.09287,2069635.5
2026-04-11T08:00:00+00:00,0.09287,0.093,0.09276,0.09285,2399318.1
2026-04-11T09:00:00+00:00,0.09285,0.09307,0.09261,0.09296,8123018.5
2026-04-11T10:00:00+00:00,0.09296,0.09298,0.09272,0.09288,2283659.3
2026-04-11T11:00:00+00:00,0.09288,0.09297,0.09278,0.09293,2385341.4
2026-04-11T12:00:00+00:00,0.09293,0.09309,0.09281,0.09298,2580659.2
2026-04-11T13:00:00+00:00,0.09298,0.09298,0.09227,0.09261,5482510.0
2026-04-11T14:00:00+00:00,0.09261,0.09276,0.09249,0.09266,1661688.4
2026-04-11T15:00:00+00:00,0.09266,0.09306,0.09262,0.09276,2387845.2
2026-04-11T16:00:00+00:00,0.09276,0.09376,0.09273,0.09339,3641496.9
2026-04-11T17:00:00+00:00,0.09339,0.09341,0.09303,0.09304,1438663.1
2026-04-11T18:00:00+00:00,0.09304,0.09418,0.09275,0.09395,12196561.9
2026-04-11T19:00:00+00:00,0.09395,0.09478,0.09395,0.09471,12568984.7
2026-04-11T20:00:00+00:00,0.09471,0.0949,0.0936,0.0939,5399296.7
2026-04-11T21:00:00+00:00,0.0939,0.09422,0.09362,0.09394,1167485.8
2026-04-11T22:00:00+00:00,0.09394,0.09432,0.09344,0.09369,1633853.8
2026-04-11T23:00:00+00:00,0.09369,0.09369,0.09279,0.09307,2968751.3
2026-04-12T00:00:00+00:00,0.09307,0.09312,0.09263,0.09305,4401147.3
2026-04-12T01:00:00+00:00,0.09305,0.09325,0.09059,0.09109,43287330.8
2026-04-12T02:00:00+00:00,0.09109,0.09169,0.09083,0.09155,11347581.9
2026-04-12T03:00:00+00:00,0.09155,0.09165,0.09118,0.09118,10333795.2
2026-04-12T04:00:00+00:00,0.09118,0.09126,0.09102,0.09119,3070632.8
2026-04-12T05:00:00+00:00,0.09119,0.09147,0.09108,0.09144,4180620.9
2026-04-12T06:00:00+00:00,0.09144,0.09163,0.09133,0.0914,8698556.2
2026-04-12T07:00:00+00:00,0.0914,0.09149,0.09129,0.09137,1695003.4
2026-04-12T08:00:00+00:00,0.09137,0.09141,0.09123,0.09129,1810767.0
2026-04-12T09:00:00+00:00,0.09129,0.09129,0.09114,0.0912,2283208.4
2026-04-12T10:00:00+00:00,0.0912,0.09124,0.09091,0.09107,4333579.8
2026-04-12T11:00:00+00:00,0.09107,0.09135,0.09101,0.09133,1989934.6
2026-04-12T12:00:00+00:00,0.09133,0.09143,0.09096,0.09104,7127842.8
2026-04-12T13:00:00+00:00,0.09104,0.09119,0.09068,0.09073,6621586.1
2026-04-12T14:00:00+00:00,0.09073,0.09091,0.09037,0.09049,8184141.3
2026-04-12T15:00:00+00:00,0.09049,0.09072,0.09028,0.09065,5344804.4
2026-04-12T16:00:00+00:00,0.09065,0.0908,0.09054,0.09072,5077794.9
2026-04-12T17:00:00+00:00,0.09072,0.09119,0.09064,0.09109,4464753.6
2026-04-12T18:00:00+00:00,0.09109,0.0913,0.091,0.09109,5392842.2
2026-04-12T19:00:00+00:00,0.09109,0.09129,0.09088,0.0909,2230075.1
2026-04-12T20:00:00+00:00,0.0909,0.09169,0.09085,0.09153,4438380.0
2026-04-12T21:00:00+00:00,0.09153,0.09173,0.09121,0.09135,1783521.0
2026-04-12T22:00:00+00:00,0.09135,0.09135,0.09058,0.09102,6151987.4
2026-04-12T23:00:00+00:00,0.09102,0.09102,0.0905,0.09084,4241695.6
2026-04-13T00:00:00+00:00,0.09084,0.09149,0.09077,0.09134,1949463.9
2026-04-13T01:00:00+00:00,0.09134,0.0915,0.09104,0.09142,5318817.4
2026-04-13T02:00:00+00:00,0.09142,0.09153,0.09104,0.09109,1851818.0
2026-04-13T03:00:00+00:00,0.09109,0.09131,0.09104,0.09121,3141606.9
2026-04-13T04:00:00+00:00,0.09121,0.09126,0.09091,0.09096,2859642.2
2026-04-13T05:00:00+00:00,0.09096,0.0913,0.09082,0.09126,2662953.6
2026-04-13T06:00:00+00:00,0.09126,0.09154,0.09124,0.09146,1499710.5
2026-04-13T07:00:00+00:00,0.09146,0.0915,0.09084,0.0909,4099637.5
2026-04-13T08:00:00+00:00,0.0909,0.09103,0.09073,0.09092,2936458.0
2026-04-13T09:00:00+00:00,0.09092,0.09133,0.09091,0.09099,3316262.6
2026-04-13T10:00:00+00:00,0.09099,0.09105,0.09084,0.09089,1854120.6
2026-04-13T11:00:00+00:00,0.09089,0.09101,0.09084,0.09092,1500452.6
2026-04-13T12:00:00+00:00,0.09092,0.09191,0.09084,0.09162,14726991.1
2026-04-13T13:00:00+00:00,0.09162,0.09184,0.0908,0.0918,18488796.8
2026-04-13T14:00:00+00:00,0.0918,0.09263,0.09149,0.0925,7296578.3
2026-04-13T15:00:00+00:00,0.0925,0.09255,0.09156,0.0917,3075510.3
2026-04-13T16:00:00+00:00,0.0917,0.09214,0.09136,0.09197,7538123.6
2026-04-13T17:00:00+00:00,0.09197,0.0923,0.09141,0.09157,6898252.8
2026-04-13T18:00:00+00:00,0.09157,0.0918,0.09138,0.09179,2802065.8
2026-04-13T19:00:00+00:00,0.09179,0.09325,0.09173,0.0931,7422710.7
2026-04-13T20:00:00+00:00,0.0931,0.09321,0.09244,0.09252,6894530.1
2026-04-13T21:00:00+00:00,0.09252,0.09281,0.09247,0.09271,2805478.5
2026-04-13T22:00:00+00:00,0.09271,0.09434,0.09271,0.09406,14628152.9
2026-04-13T23:00:00+00:00,0.09406,0.09433,0.09372,0.09412,9344580.4
2026-04-14T00:00:00+00:00,0.09412,0.09431,0.09341,0.09355,12205820.2
2026-04-14T01:00:00+00:00,0.09355,0.09367,0.09305,0.09357,13334068.5
2026-04-14T02:00:00+00:00,0.09357,0.09392,0.0934,0.0935,9530095.1
2026-04-14T03:00:00+00:00,0.0935,0.09381,0.09339,0.09356,3001657.7
2026-04-14T04:00:00+00:00,0.09356,0.09374,0.09329,0.09338,3037561.9
2026-04-14T05:00:00+00:00,0.09338,0.09339,0.09272,0.09279,1953679.5
2026-04-14T06:00:00+00:00,0.09279,0.09336,0.09279,0.09324,2733150.3
2026-04-14T07:00:00+00:00,0.09324,0.09369,0.0932,0.09359,3005935.8
2026-04-14T08:00:00+00:00,0.09359,0.09466,0.09341,0.09439,17647851.6
2026-04-14T09:00:00+00:00,0.09439,0.09485,0.09425,0.0945,23395458.9
2026-04-14T10:00:00+00:00,0.0945,0.09464,0.09382,0.09445,17506836.2
2026-04-14T11:00:00+00:00,0.09445,0.09581,0.09387,0.09433,57075485.5
2026-04-14T12:00:00+00:00,0.09433,0.09441,0.09374,0.09414,4962468.2
2026-04-14T13:00:00+00:00,0.09414,0.09723,0.09408,0.09708,38276867.8
2026-04-14T14:00:00+00:00,0.09708,0.09804,0.0958,0.09606,37791108.1
2026-04-14T15:00:00+00:00,0.09606,0.09639,0.09525,0.09539,15360577.6
2026-04-14T16:00:00+00:00,0.09539,0.096,0.09474,0.09514,5082671.2
2026-04-14T17:00:00+00:00,0.09514,0.09533,0.09421,0.09464,5400796.9
2026-04-14T18:00:00+00:00,0.09464,0.09494,0.09288,0.09311,16830593.8
2026-04-14T19:00:00+00:00,0.09311,0.09334,0.09237,0.09282,17735189.6
2026-04-14T20:00:00+00:00,0.09282,0.09295,0.0924,0.09263,9629142.6
2026-04-14T21:00:00+00:00,0.09263,0.0933,0.09263,0.09326,8621600.8
2026-04-14T22:00:00+00:00,0.09326,0.09337,0.0926,0.09288,7692794.7
2026-04-14T23:00:00+00:00,0.09288,0.09319,0.09275,0.09296,1756595.4
2026-04-15T00:00:00+00:00,0.09296,0.09355,0.09296,0.09328,6808230.8
2026-04-15T01:00:00+00:00,0.09328,0.09361,0.09317,0.09346,2779618.2
2026-04-15T02:00:00+00:00,0.09346,0.0936,0.09298,0.09316,3626167.9
2026-04-15T03:00:00+00:00,0.09316,0.09337,0.09311,0.09316,1591165.7
2026-04-15T04:00:00+00:00,0.09316,0.09371,0.09312,0.09365,2296252.6
2026-04-15T05:00:00+00:00,0.09365,0.0939,0.09311,0.09348,3256971.2
2026-04-15T06:00:00+00:00,0.09348,0.09351,0.09269,0.09272,6371473.3
2026-04-15T07:00:00+00:00,0.09272,0.09326,0.09264,0.09281,8877044.7
2026-04-15T08:00:00+00:00,0.09281,0.0932,0.09276,0.09312,3228271.8
2026-04-15T09:00:00+00:00,0.09312,0.09319,0.09285,0.09293,2376225.6
2026-04-15T10:00:00+00:00,0.09293,0.09329,0.09263,0.09296,2240979.8
2026-04-15T11:00:00+00:00,0.09296,0.09377,0.09294,0.09352,3518539.9
2026-04-15T12:00:00+00:00,0.09352,0.09377,0.09338,0.09353,1616773.5
2026-04-15T13:00:00+00:00,0.09353,0.09364,0.09308,0.09342,2177983.3
2026-04-15T14:00:00+00:00,0.09342,0.09416,0.09318,0.09395,3468587.9
2026-04-15T15:00:00+00:00,0.09395,0.09401,0.09314,0.0936,2857899.7
2026-04-15T16:00:00+00:00,0.0936,0.0945,0.09351,0.09445,6589898.4
2026-04-15T17:00:00+00:00,0.09445,0.09508,0.09437,0.09478,6682575.3
2026-04-15T18:00:00+00:00,0.09478,0.09533,0.09472,0.0952,3412462.0
2026-04-15T19:00:00+00:00,0.0952,0.09678,0.09513,0.09606,39631623.0
2026-04-15T20:00:00+00:00,0.09606,0.09617,0.09499,0.09515,6578904.7
2026-04-15T21:00:00+00:00,0.09515,0.09532,0.09456,0.09524,4359682.7
2026-04-15T22:00:00+00:00,0.09524,0.09592,0.09506,0.09507,4060392.7
2026-04-15T23:00:00+00:00,0.09507,0.0951,0.09439,0.09483,6968497.0
2026-04-16T00:00:00+00:00,0.09483,0.09498,0.09451,0.0949,1290316.3
2026-04-16T01:00:00+00:00,0.0949,0.09501,0.09452,0.09484,1512778.1
2026-04-16T02:00:00+00:00,0.09484,0.09656,0.09482,0.09594,6999915.7
2026-04-16T03:00:00+00:00,0.09594,0.09742,0.09588,0.09703,12799131.4
2026-04-16T04:00:00+00:00,0.09703,0.09797,0.09664,0.09691,23611010.5
2026-04-16T05:00:00+00:00,0.09691,0.09708,0.09611,0.09659,8996464.7
2026-04-16T06:00:00+00:00,0.09659,0.09679,0.0961,0.09662,15111440.6
2026-04-16T07:00:00+00:00,0.09662,0.0969,0.09621,0.09648,6091729.0
2026-04-16T08:00:00+00:00,0.09648,0.09651,0.09595,0.09595,5043353.5
2026-04-16T09:00:00+00:00,0.09595,0.09659,0.09583,0.09601,4712271.5
2026-04-16T10:00:00+00:00,0.09601,0.09603,0.09533,0.09577,11610928.5
2026-04-16T11:00:00+00:00,0.09577,0.09659,0.09564,0.09635,16052982.2
2026-04-16T12:00:00+00:00,0.09635,0.09726,0.09632,0.09673,20826751.1
2026-04-16T13:00:00+00:00,0.09673,0.09772,0.09494,0.0958,15453516.5
2026-04-16T14:00:00+00:00,0.0958,0.09609,0.09448,0.09543,31324654.1
2026-04-16T15:00:00+00:00,0.09543,0.09732,0.09531,0.09729,18780637.3
2026-04-16T16:00:00+00:00,0.09729,0.09854,0.09638,0.09681,37024335.2
2026-04-16T17:00:00+00:00,0.09681,0.09783,0.09646,0.09774,7231427.8
2026-04-16T18:00:00+00:00,0.09774,0.09984,0.09747,0.09918,22081401.2
2026-04-16T19:00:00+00:00,0.09918,0.09973,0.09903,0.09942,6858955.5
2026-04-16T20:00:00+00:00,0.09942,0.09974,0.098,0.09851,6962370.5
2026-04-16T21:00:00+00:00,0.09851,0.09919,0.09824,0.09859,10446184.0
2026-04-16T22:00:00+00:00,0.09859,0.09917,0.09859,0.0989,3235989.7
2026-04-16T23:00:00+00:00,0.0989,0.09979,0.09875,0.09919,3238158.0
2026-04-17T00:00:00+00:00,0.09919,0.09937,0.09843,0.09889,5594455.1
2026-04-17T01:00:00+00:00,0.09889,0.09961,0.09793,0.09832,10099654.2
2026-04-17T02:00:00+00:00,0.09832,0.09847,0.09736,0.09788,8579208.5
2026-04-17T03:00:00+00:00,0.09788,0.0981,0.09756,0.09773,2306966.6
2026-04-17T04:00:00+00:00,0.09773,0.09789,0.09739,0.09748,3897696.7
2026-04-17T05:00:00+00:00,0.09748,0.09752,0.09672,0.09678,5467608.1
2026-04-17T06:00:00+00:00,0.09678,0.09772,0.09671,0.09763,4709296.2
2026-04-17T07:00:00+00:00,0.09763,0.09852,0.09761,0.09807,14666622.0
2026-04-17T08:00:00+00:00,0.09807,0.0988,0.09777,0.09855,21527744.8
2026-04-17T09:00:00+00:00,0.09855,0.09953,0.09815,0.09891,9532840.4
2026-04-17T10:00:00+00:00,0.09891,0.09898,0.0977,0.09797,7458211.1
2026-04-17T11:00:00+00:00,0.09797,0.09902,0.09797,0.09871,9093691.3
2026-04-17T12:00:00+00:00,0.09871,0.10021,0.09846,0.10013,12151672.1
2026-04-17T13:00:00+00:00,0.10013,0.10151,0.09992,0.10102,29427175.8
