timestamp,symbol,direction,signal,score,confidence,quality,trend_long,trend_short,structure_long,structure_short,momentum_long,momentum_short,risk_long,risk_short,long_total,short_total,summary
2026-06-28T11:46:15.790921+00:00,BTC/USDT,SHORT,WATCH,23,79.3,C,10,50,2,10,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T11:46:16.676595+00:00,ETH/USDT,SHORT,WATCH,23,79.3,C,10,50,1,11,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T11:46:17.849940+00:00,SOL/USDT,LONG,WAIT,20,71.4,D,40,20,9,3,12,0,-5,-5,20,8,LONG wins by 12 points
2026-06-28T11:51:22.007043+00:00,BTC/USDT,SHORT,WATCH,23,79.3,C,10,50,1,11,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T11:51:23.082778+00:00,ETH/USDT,SHORT,WATCH,23,79.3,C,10,50,1,11,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T11:51:24.289375+00:00,SOL/USDT,LONG,WAIT,20,71.4,D,40,20,9,3,12,0,-5,-5,20,8,LONG wins by 12 points
2026-06-28T11:56:28.015704+00:00,BTC/USDT,WAIT,NO TRADE,18,62.1,E,20,40,2,10,17,0,-5,-5,11,18,No clear directional edge.
2026-06-28T11:56:29.190677+00:00,ETH/USDT,SHORT,WATCH,23,79.3,C,10,50,2,10,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T11:56:30.069400+00:00,SOL/USDT,LONG,WAIT,20,66.7,D,40,20,9,11,12,0,-5,-5,20,10,LONG wins by 10 points
2026-06-28T12:01:33.866053+00:00,BTC/USDT,WAIT,NO TRADE,18,62.1,E,20,40,2,10,17,0,-5,-5,11,18,No clear directional edge.
2026-06-28T12:01:34.815559+00:00,ETH/USDT,SHORT,WATCH,23,79.3,C,10,50,2,10,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:01:35.808443+00:00,SOL/USDT,WAIT,NO TRADE,21,63.6,E,40,20,9,3,12,0,0,20,21,12,No clear directional edge.
2026-06-28T12:06:39.448838+00:00,BTC/USDT,WAIT,NO TRADE,18,62.1,E,20,40,2,10,17,0,-5,-5,11,18,No clear directional edge.
2026-06-28T12:06:40.228373+00:00,ETH/USDT,SHORT,WATCH,23,79.3,C,10,50,2,10,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:06:41.204540+00:00,SOL/USDT,WAIT,NO TRADE,21,60.0,E,40,20,9,11,12,0,0,20,21,14,No clear directional edge.
2026-06-28T12:11:44.479079+00:00,BTC/USDT,WAIT,NO TRADE,18,62.1,E,20,40,2,10,17,0,-5,-5,11,18,No clear directional edge.
2026-06-28T12:11:45.360538+00:00,ETH/USDT,SHORT,WATCH,23,79.3,C,10,50,2,10,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:11:46.243325+00:00,SOL/USDT,WAIT,NO TRADE,21,63.6,E,40,20,9,3,12,0,0,20,21,12,No clear directional edge.
2026-06-28T12:16:49.420862+00:00,BTC/USDT,SHORT,WATCH,23,79.3,C,10,50,1,11,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:16:50.456380+00:00,ETH/USDT,SHORT,WATCH,23,79.3,C,10,50,1,11,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:16:51.502046+00:00,SOL/USDT,WAIT,NO TRADE,21,63.6,E,40,20,9,3,12,0,0,20,21,12,No clear directional edge.
2026-06-28T12:21:55.176580+00:00,BTC/USDT,SHORT,WATCH,23,79.3,C,10,50,0,12,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:21:56.021310+00:00,ETH/USDT,SHORT,WATCH,23,79.3,C,10,50,1,11,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:21:57.428761+00:00,SOL/USDT,LONG,WAIT,20,71.4,D,40,20,9,3,12,0,-5,-5,20,8,LONG wins by 12 points
2026-06-28T12:27:00.801257+00:00,BTC/USDT,SHORT,WATCH,23,79.3,C,10,50,1,11,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:27:01.788402+00:00,ETH/USDT,SHORT,WATCH,23,79.3,C,10,50,1,11,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:27:03.021460+00:00,SOL/USDT,LONG,WAIT,20,71.4,D,40,20,9,3,12,0,-5,-5,20,8,LONG wins by 12 points
2026-06-28T12:32:22.123483+00:00,ETH/USDT,SHORT,WATCH,23,79.3,C,10,50,2,10,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:32:23.747890+00:00,SOL/USDT,WAIT,NO TRADE,21,60.0,E,40,20,9,11,12,0,0,20,21,14,No clear directional edge.
2026-06-28T12:37:27.242970+00:00,BTC/USDT,SHORT,WATCH,23,79.3,C,10,50,2,10,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:37:28.126867+00:00,ETH/USDT,SHORT,WATCH,23,79.3,C,10,50,2,10,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:37:29.487814+00:00,SOL/USDT,WAIT,NO TRADE,21,63.6,E,40,20,9,3,12,0,0,20,21,12,No clear directional edge.
2026-06-28T12:42:32.822168+00:00,BTC/USDT,SHORT,WATCH,23,79.3,C,10,50,0,12,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:42:33.817888+00:00,ETH/USDT,SHORT,WATCH,23,79.3,C,10,50,1,11,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:42:34.595192+00:00,SOL/USDT,WAIT,NO TRADE,21,63.6,E,40,20,9,3,12,0,0,20,21,12,No clear directional edge.
2026-06-28T12:47:37.981851+00:00,BTC/USDT,SHORT,WATCH,23,79.3,C,10,50,1,11,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:47:38.762719+00:00,ETH/USDT,SHORT,WATCH,23,79.3,C,10,50,1,11,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:47:39.742753+00:00,SOL/USDT,WAIT,NO TRADE,21,63.6,E,40,20,9,3,12,0,0,20,21,12,No clear directional edge.
2026-06-28T12:52:43.328659+00:00,BTC/USDT,SHORT,WATCH,23,79.3,C,10,50,1,11,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:52:44.311343+00:00,ETH/USDT,SHORT,WATCH,23,79.3,C,10,50,2,10,12,5,-5,-5,6,23,SHORT wins by 17 points
2026-06-28T12:52:45.424703+00:00,SOL/USDT,WAIT,NO TRADE,21,63.6,E,40,20,9,3,12,0,0,20,21,12,No clear directional edge.
2026-06-28T15:35:28.922860+00:00,BTC/USDT,SHORT,SETUP,25,89.3,B,6,54,0,12,9,8,-5,-5,3,25,SHORT wins by 22 points
2026-06-28T15:35:30.022198+00:00,ETH/USDT,SHORT,HIGH PRIORITY,28,80.0,A,10,50,2,17,12,5,0,20,7,28,SHORT wins by 21 points
2026-06-28T15:35:34.829355+00:00,SOL/USDT,WAIT,NO TRADE,21,56.8,E,40,20,9,18,12,0,0,20,21,16,No clear directional edge.
2026-06-28T15:52:27.029852+00:00,SOL/USDT,WAIT,NO TRADE,21,56.8,E,40,20,9,18,12,0,0,20,21,16,No clear directional edge.
2026-06-28T16:45:32.109589+00:00,ETH/USDT,SHORT,SETUP,26,70.3,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T16:45:33.006188+00:00,SOL/USDT,LONG,WAIT,20,71.4,D,40,20,8,4,12,0,-5,-5,20,8,LONG wins by 12 points
2026-06-28T16:50:35.342527+00:00,BTC/USDT,SHORT,SETUP,26,70.3,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T16:50:36.623816+00:00,ETH/USDT,SHORT,WATCH,24,66.7,C,10,50,10,12,12,5,20,0,12,24,SHORT wins by 12 points
2026-06-28T16:50:37.677053+00:00,SOL/USDT,LONG,WAIT,20,71.4,D,40,20,8,4,12,0,-5,-5,20,8,LONG wins by 12 points
2026-06-28T16:56:18.692447+00:00,BTC/USDT,SHORT,SETUP,26,70.3,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T16:56:19.726916+00:00,ETH/USDT,SHORT,WATCH,24,66.7,C,10,50,10,12,12,5,20,0,12,24,SHORT wins by 12 points
2026-06-28T16:56:20.488704+00:00,SOL/USDT,LONG,WAIT,20,71.4,D,40,20,8,4,12,0,-5,-5,20,8,LONG wins by 12 points
2026-06-28T16:57:40.014319+00:00,BTC/USDT,SHORT,SETUP,26,70.3,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T16:57:40.764282+00:00,ETH/USDT,SHORT,WATCH,23,74.2,C,10,50,10,12,12,5,-5,-5,8,23,SHORT wins by 15 points
2026-06-28T16:57:41.627038+00:00,SOL/USDT,LONG,WAIT,20,71.4,D,40,20,9,3,12,0,-5,-5,20,8,LONG wins by 12 points
2026-06-28T16:59:19.900493+00:00,BTC/USDT,SHORT,SETUP,26,95,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T16:59:20.897386+00:00,ETH/USDT,SHORT,WATCH,23,95,C,10,50,10,12,12,5,-5,-5,8,23,SHORT wins by 15 points
2026-06-28T16:59:21.782904+00:00,SOL/USDT,LONG,WAIT,20,86,D,40,20,9,3,12,0,-5,-5,20,8,LONG wins by 12 points
2026-06-28T17:00:29.758198+00:00,BTC/USDT,SHORT,SETUP,26,95,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T17:00:32.026265+00:00,ETH/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
2026-06-28T17:00:33.577665+00:00,SOL/USDT,LONG,WAIT,20,86,D,40,20,9,3,12,0,-5,-5,20,8,LONG wins by 12 points
2026-06-28T17:05:35.761116+00:00,BTC/USDT,SHORT,SETUP,26,95,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T17:05:36.542523+00:00,ETH/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
2026-06-28T17:05:37.400773+00:00,SOL/USDT,LONG,WAIT,20,86,D,40,20,9,3,12,0,-5,-5,20,8,LONG wins by 12 points
2026-06-28T17:09:51.303787+00:00,BTC/USDT,SHORT,SETUP,26,95,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T17:09:52.033947+00:00,ETH/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
2026-06-28T17:09:53.134041+00:00,SOL/USDT,WAIT,NO TRADE,21,77,E,40,20,9,3,12,0,0,20,21,12,No clear directional edge.
2026-06-28T17:14:56.764131+00:00,BTC/USDT,SHORT,SETUP,26,95,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T17:14:57.653168+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T17:14:58.441226+00:00,SOL/USDT,WAIT,NO TRADE,21,77,E,40,20,9,3,12,0,0,20,21,12,No clear directional edge.
2026-06-28T17:16:53.739099+00:00,BTC/USDT,SHORT,SETUP,26,95,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T17:16:54.761935+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T17:16:55.780374+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,77,E,40,20,9,3,12,0,0,20,21,12,No clear directional edge.
2026-06-28T17:20:13.718718+00:00,BTC/USDT,SHORT,SETUP,26,95,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T17:20:15.373511+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T17:20:16.096558+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,86,E,40,20,9,3,12,0,-5,-5,20,8,No clear directional edge.
2026-06-28T18:01:08.065392+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T18:01:08.884019+00:00,ETH/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
2026-06-28T18:01:09.994881+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,86,E,40,20,9,3,12,0,-5,-5,20,8,No clear directional edge.
2026-06-28T18:06:12.465951+00:00,BTC/USDT,SHORT,SETUP,26,95,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T18:06:13.347598+00:00,ETH/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
2026-06-28T18:06:14.421386+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,86,E,40,20,9,3,12,0,-5,-5,20,8,No clear directional edge.
2026-06-28T18:19:41.924582+00:00,BTC/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T18:19:43.231347+00:00,ETH/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
2026-06-28T18:19:44.165901+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,86,E,40,20,8,4,12,0,-5,-5,20,8,No clear directional edge.
2026-06-28T18:24:47.464093+00:00,BTC/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T18:24:48.456004+00:00,ETH/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
2026-06-28T18:24:49.582627+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,86,E,40,20,8,4,12,0,-5,-5,20,8,No clear directional edge.
2026-06-28T18:29:53.526361+00:00,BTC/USDT,SHORT,SETUP,26,95,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T18:29:54.401484+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T18:29:55.356477+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,86,E,40,20,8,4,12,0,-5,-5,20,8,No clear directional edge.
2026-06-28T18:34:58.966509+00:00,BTC/USDT,SHORT,SETUP,26,95,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T18:35:00.088550+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T18:35:01.031909+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,80,E,40,20,6,6,12,0,-5,-5,19,9,No clear directional edge.
2026-06-28T18:40:05.014741+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T18:40:06.634984+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T18:40:07.781710+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,80,E,40,20,6,6,12,0,-5,-5,19,9,No clear directional edge.
2026-06-28T18:45:11.955406+00:00,BTC/USDT,SHORT,SETUP,26,95,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T18:45:14.259972+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T18:45:15.604578+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,80,E,40,20,6,6,12,0,-5,-5,19,9,No clear directional edge.
2026-06-28T18:50:19.042784+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T18:50:20.069717+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T18:50:20.958618+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,80,E,40,20,6,6,12,0,-5,-5,19,9,No clear directional edge.
2026-06-28T18:55:25.169496+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T18:55:26.559638+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T18:55:27.623526+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,80,E,40,20,6,6,12,0,-5,-5,19,9,No clear directional edge.
2026-06-28T19:00:32.092313+00:00,BTC/USDT,SHORT,SETUP,26,95,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T19:00:34.338513+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T19:00:35.939299+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,68,E,36,24,7,5,9,3,-5,-5,17,11,No clear directional edge.
2026-06-28T19:05:39.299850+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T19:05:40.228349+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T19:05:41.146963+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,68,E,36,24,6,6,9,3,-5,-5,17,11,No clear directional edge.
2026-06-28T19:10:44.480701+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T19:10:45.392065+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T19:10:46.631931+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,68,E,36,24,6,6,9,3,-5,-5,17,11,No clear directional edge.
2026-06-28T19:15:49.361309+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T19:15:50.314688+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T19:15:51.251561+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,68,E,36,24,6,6,9,3,-5,-5,17,11,No clear directional edge.
2026-06-28T19:20:54.773544+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T19:20:55.801862+00:00,ETH/USDT,SHORT,SETUP,26,95,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T19:20:56.735115+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,74,E,36,24,5,7,9,3,20,0,20,12,No clear directional edge.
2026-06-28T19:26:00.344954+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T19:26:01.234177+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T19:26:02.205549+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,68,E,36,24,6,6,9,3,-5,-5,17,11,No clear directional edge.
2026-06-28T19:31:06.146989+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T19:31:06.925851+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T19:31:07.902704+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,68,E,36,24,6,6,9,3,-5,-5,17,11,No clear directional edge.
2026-06-28T19:36:11.515583+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T19:36:12.345031+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T19:36:13.416474+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,68,E,36,24,6,6,9,3,-5,-5,17,11,No clear directional edge.
2026-06-28T19:41:16.961480+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T19:41:17.841902+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T19:41:18.988870+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,74,E,36,24,5,7,9,3,20,0,20,12,No clear directional edge.
2026-06-28T19:46:23.680482+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T19:46:25.064925+00:00,ETH/USDT,SHORT,SETUP,26,95,B,6,54,17,12,9,8,20,0,11,26,SHORT wins by 15 points
2026-06-28T19:46:26.391022+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,74,E,36,24,4,8,9,3,20,0,20,12,No clear directional edge.
2026-06-28T19:51:28.777337+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T19:51:29.904000+00:00,ETH/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T19:51:31.261880+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,80,E,36,24,11,8,9,3,20,0,22,12,No clear directional edge.
2026-06-28T19:56:33.593649+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T19:56:34.367338+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T19:56:35.342117+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,74,E,36,24,5,7,9,3,20,0,20,12,No clear directional edge.
2026-06-28T19:59:40.366825+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T19:59:41.082040+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T19:59:41.922086+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,74,E,36,24,5,7,9,3,20,0,20,12,No clear directional edge.
2026-06-28T20:02:55.053681+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T20:02:55.972250+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T20:02:57.222131+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,56,E,30,30,5,7,5,7,20,0,17,15,No clear directional edge.
2026-06-28T20:03:56.504945+00:00,BTC/USDT,NEUTRAL,NO TRADE,0,92,E,6,54,17,12,13,8,20,0,12,26,No clear directional edge.
2026-06-28T20:03:57.214197+00:00,ETH/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T20:03:58.046024+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,56,E,30,30,5,7,5,7,20,0,17,15,No clear directional edge.
2026-06-28T20:47:04.733641+00:00,BTC/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T20:47:07.043614+00:00,ETH/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
2026-06-28T20:47:09.095966+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,56,E,30,30,5,7,5,7,20,0,17,15,No clear directional edge.
2026-06-28T20:53:42.824367+00:00,BTC/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T20:53:43.531079+00:00,ETH/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
2026-06-28T20:53:44.233876+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,56,E,30,30,5,7,5,7,20,0,17,15,No clear directional edge.
2026-06-28T20:58:46.649017+00:00,BTC/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T20:58:47.625167+00:00,ETH/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
2026-06-28T20:58:48.501528+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,56,E,30,30,5,7,5,7,20,0,17,15,No clear directional edge.
2026-06-28T21:03:51.887603+00:00,BTC/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T21:03:53.275007+00:00,ETH/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
2026-06-28T21:03:54.850777+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,56,E,30,30,5,7,5,7,20,0,17,15,No clear directional edge.
2026-06-28T21:10:20.726884+00:00,BTC/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T21:10:21.560502+00:00,ETH/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
2026-06-28T21:10:22.398618+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,56,E,30,30,5,7,5,7,20,0,17,15,No clear directional edge.
2026-06-28T21:16:09.501189+00:00,BTC/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T21:16:10.736709+00:00,ETH/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
2026-06-28T21:16:13.350146+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,56,E,30,30,5,7,5,7,20,0,17,15,No clear directional edge.
2026-06-28T21:21:15.554518+00:00,BTC/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T21:21:16.288026+00:00,ETH/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
2026-06-28T21:21:17.021806+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,56,E,30,30,5,7,5,7,20,0,17,15,No clear directional edge.
2026-06-28T21:26:47.204964+00:00,BTC/USDT,SHORT,SETUP,26,98,B,6,54,10,12,9,8,20,0,10,26,SHORT wins by 16 points
2026-06-28T21:26:48.054022+00:00,ETH/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
2026-06-28T21:26:48.899464+00:00,SOL/USDT,NEUTRAL,NO TRADE,0,56,E,30,30,5,7,5,7,20,0,17,15,No clear directional edge.
2026-06-28T21:31:51.138019+00:00,BTC/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
2026-06-28T21:31:51.992405+00:00,ETH/USDT,SHORT,SETUP,25,100,B,6,54,10,12,9,8,-5,-5,6,25,SHORT wins by 19 points
